"method","n.dims","left.out.obs","fn","fp"
"CCA-LDA",21,4,0,0
"CCA-LDA",21,5,0,0
"CCA-LDA",21,6,0,0
"CCA-LDA",21,7,0,0
"CCA-LDA",21,8,0,0
"CCA-LDA",21,9,0,0
"CCA-LDA",21,10,0,0
"CCA-LDA",21,11,0,0
"CCA-LDA",21,12,0,0
"CCA-LDA",21,13,0,0
"CCA-LDA",21,14,0,0
"CCA-LDA",21,15,0,0
"CCA-LDA",21,16,0,0
"CCA-LDA",21,17,0,0
"CCA-LDA",21,18,0,0
"CCA-LDA",21,19,0,0
"CCA-LDA",21,20,0,0
"CCA-LDA",21,21,0,0
"CCA-LDA",21,22,0,0
"CCA-LDA",21,23,0,0
"CCA-LDA",21,24,0,0
"CCA-LDA",21,25,0,0
"CCA-LDA",21,26,0,0
"CCA-LDA",21,27,0,0
"CCA-LDA",21,28,0,0
"CCA-LDA",21,29,0,0
"CCA-LDA",21,30,0,0
"CCA-LDA",21,31,0,0
"CCA-LDA",21,32,0,0
"CCA-LDA",21,33,0,0
"CCA-LDA",21,34,0,0
"CCA-LDA",21,35,0,0
"CCA-LDA",21,36,0,0
"CCA-LDA",21,37,0,0
"CCA-LDA",21,38,0,0
"CCA-LDA",21,39,0,0
"CCA-LDA",21,40,0,0
"CCA-LDA",21,41,0,0
"CCA-LDA",21,42,0,0
"CCA-LDA",21,43,0,0
"CCA-LDA",22,1,0,0
"CCA-LDA",22,2,0,0
"CCA-LDA",22,3,0,0
"CCA-LDA",22,4,0,0
"CCA-LDA",22,5,0,0
"CCA-LDA",22,6,0,0
"CCA-LDA",22,7,0,0
"CCA-LDA",22,8,0,0
"CCA-LDA",22,9,0,0
"CCA-LDA",22,10,0,0
"CCA-LDA",22,11,0,0
"CCA-LDA",22,12,0,0
"CCA-LDA",22,13,0,0
"CCA-LDA",22,14,0,0
"CCA-LDA",22,15,0,0
"CCA-LDA",22,16,0,0
"CCA-LDA",22,17,0,0
"CCA-LDA",22,18,0,0
"CCA-LDA",22,19,0,0
"CCA-LDA",22,20,0,0
"CCA-LDA",22,21,0,0
"CCA-LDA",22,22,0,0
"CCA-LDA",22,23,0,0
"CCA-LDA",22,24,0,0
"CCA-LDA",22,25,0,0
"CCA-LDA",22,26,0,0
"CCA-LDA",22,27,0,0
"CCA-LDA",22,28,0,0
"CCA-LDA",22,29,0,0
"CCA-LDA",22,30,0,0
"CCA-LDA",22,31,0,0
"CCA-LDA",22,32,0,0
"CCA-LDA",22,33,0,0
"CCA-LDA",22,34,0,0
"CCA-LDA",22,35,0,0
"CCA-LDA",22,36,0,0
"CCA-LDA",22,37,0,0
"CCA-LDA",22,38,0,0
"CCA-LDA",22,39,0,0
"CCA-LDA",22,40,0,0
"CCA-LDA",22,41,0,0
"CCA-LDA",22,42,0,0
"CCA-LDA",22,43,0,0
"CCA-LDA",23,1,0,0
"CCA-LDA",23,2,0,0
"CCA-LDA",23,3,0,0
"CCA-LDA",23,4,0,1
"CCA-LDA",23,5,0,0
"CCA-LDA",23,6,0,0
"CCA-LDA",23,7,0,0
"CCA-LDA",23,8,0,1
"CCA-LDA",23,9,0,0
"CCA-LDA",23,10,0,0
"CCA-LDA",23,11,0,0
"CCA-LDA",23,12,0,0
"CCA-LDA",23,13,0,0
"CCA-LDA",23,14,0,0
"CCA-LDA",23,15,0,0
"CCA-LDA",23,16,0,0
"CCA-LDA",23,17,0,0
"CCA-LDA",23,18,0,1
"CCA-LDA",23,19,0,0
"CCA-LDA",23,20,0,0
"CCA-LDA",23,21,0,0
"CCA-LDA",23,22,0,0
"CCA-LDA",23,23,0,0
"CCA-LDA",23,24,0,0
"CCA-LDA",23,25,0,1
"CCA-LDA",23,26,0,1
"CCA-LDA",23,27,0,0
"CCA-LDA",23,28,0,0
"CCA-LDA",23,29,0,0
"CCA-LDA",23,30,0,0
"CCA-LDA",23,31,0,0
"CCA-LDA",23,32,0,0
"CCA-LDA",23,33,0,0
"CCA-LDA",23,34,0,1
"CCA-LDA",23,35,0,0
"CCA-LDA",23,36,0,0
"CCA-LDA",23,37,0,0
"CCA-LDA",23,38,0,0
"CCA-LDA",23,39,0,0
"CCA-LDA",23,40,0,0
"CCA-LDA",23,41,0,0
"CCA-LDA",23,42,0,0
"CCA-LDA",23,43,0,0
"CCA-LDA",24,1,0,0
"CCA-LDA",24,2,0,0
"CCA-LDA",24,3,0,0
"CCA-LDA",24,4,0,0
"CCA-LDA",24,5,0,0
"CCA-LDA",24,6,0,0
"CCA-LDA",24,7,0,0
"CCA-LDA",24,8,0,0
"CCA-LDA",24,9,0,0
"CCA-LDA",24,10,0,0
"CCA-LDA",24,11,0,0
"CCA-LDA",24,12,0,0
"CCA-LDA",24,13,0,0
"CCA-LDA",24,14,0,0
"CCA-LDA",24,15,0,0
"CCA-LDA",24,16,0,0
"CCA-LDA",24,17,0,0
"CCA-LDA",24,18,0,0
"CCA-LDA",24,19,0,0
"CCA-LDA",24,20,0,0
"CCA-LDA",24,21,0,0
"CCA-LDA",24,22,0,0
"CCA-LDA",24,23,0,0
"CCA-LDA",24,24,0,0
"CCA-LDA",24,25,0,0
"CCA-LDA",24,26,0,0
"CCA-LDA",24,27,0,0
"CCA-LDA",24,28,0,0
"CCA-LDA",24,29,0,0
"CCA-LDA",24,30,0,0
"CCA-LDA",24,31,0,0
"CCA-LDA",24,32,0,0
"CCA-LDA",24,33,0,0
"CCA-LDA",24,34,0,0
"CCA-LDA",24,35,0,0
"CCA-LDA",24,36,0,0
"CCA-LDA",24,37,0,0
"CCA-LDA",24,38,0,0
"CCA-LDA",24,39,0,0
"CCA-LDA",24,40,0,0
"CCA-LDA",24,41,0,0
"CCA-LDA",24,42,0,0
"CCA-LDA",24,43,0,0
"CCA-LDA",25,1,0,0
"CCA-LDA",25,2,0,0
"CCA-LDA",25,3,0,0
"CCA-LDA",25,4,0,0
"CCA-LDA",25,5,0,0
"CCA-LDA",25,6,0,0
"CCA-LDA",25,7,0,0
"CCA-LDA",25,8,0,0
"CCA-LDA",25,9,0,0
"CCA-LDA",25,10,0,0
"CCA-LDA",25,11,0,0
"CCA-LDA",25,12,0,0
"CCA-LDA",25,13,0,0
"CCA-LDA",25,14,0,0
"CCA-LDA",25,15,0,0
"CCA-LDA",25,16,0,0
"CCA-LDA",25,17,0,0
"CCA-LDA",25,18,0,0
"CCA-LDA",25,19,0,0
"CCA-LDA",25,20,0,0
"CCA-LDA",25,21,0,0
"CCA-LDA",25,22,0,0
"CCA-LDA",25,23,0,0
"CCA-LDA",25,24,0,0
"CCA-LDA",25,25,0,0
"CCA-LDA",25,26,0,1
"CCA-LDA",25,27,0,0
"CCA-LDA",25,28,0,0
"CCA-LDA",25,29,0,0
"CCA-LDA",25,30,0,0
"CCA-LDA",25,31,0,0
"CCA-LDA",25,32,0,0
"CCA-LDA",25,33,0,0
"CCA-LDA",25,34,0,0
"CCA-LDA",25,35,0,0
"CCA-LDA",25,36,0,0
"CCA-LDA",25,37,0,0
"CCA-LDA",25,38,0,0
"CCA-LDA",25,39,0,0
"CCA-LDA",25,40,0,0
"CCA-LDA",25,41,0,0
"CCA-LDA",25,42,0,0
"CCA-LDA",25,43,0,0
"CCA-LDA",26,1,0,0
"CCA-LDA",26,2,0,0
"CCA-LDA",26,3,0,0
"CCA-LDA",26,4,0,0
"CCA-LDA",26,5,0,0
"CCA-LDA",26,6,0,0
"CCA-LDA",26,7,0,0
"CCA-LDA",26,8,0,0
"CCA-LDA",26,9,0,0
"CCA-LDA",26,10,0,0
"CCA-LDA",26,11,0,0
"CCA-LDA",26,12,0,0
"CCA-LDA",26,13,0,0
"CCA-LDA",26,14,0,0
"CCA-LDA",26,15,0,0
"CCA-LDA",26,16,0,0
"CCA-LDA",26,17,0,0
"CCA-LDA",26,18,0,0
"CCA-LDA",26,19,0,0
"CCA-LDA",26,20,0,0
"CCA-LDA",26,21,0,0
"CCA-LDA",26,22,0,0
"CCA-LDA",26,23,0,0
"CCA-LDA",26,24,0,0
"CCA-LDA",26,25,0,0
"CCA-LDA",26,26,0,0
"CCA-LDA",26,27,0,0
"CCA-LDA",26,28,0,0
"CCA-LDA",26,29,0,0
"CCA-LDA",26,30,0,0
"CCA-LDA",26,31,0,0
"CCA-LDA",26,32,0,0
"CCA-LDA",26,33,0,0
"CCA-LDA",26,34,0,0
"CCA-LDA",26,35,0,0
"CCA-LDA",26,36,0,0
"CCA-LDA",26,37,0,0
"CCA-LDA",26,38,0,0
"CCA-LDA",26,39,0,0
"CCA-LDA",26,40,0,0
"CCA-LDA",26,41,0,0
"CCA-LDA",26,42,0,0
"CCA-LDA",26,43,0,0
"CCA-LDA",27,1,0,0
"CCA-LDA",27,2,0,0
"CCA-LDA",27,3,0,0
"CCA-LDA",27,4,0,0
"CCA-LDA",27,5,0,0
"CCA-LDA",27,6,0,0
"CCA-LDA",27,7,0,0
"CCA-LDA",27,8,0,0
"CCA-LDA",27,9,0,0
"CCA-LDA",27,10,0,0
"CCA-LDA",27,11,0,0
"CCA-LDA",27,12,0,0
"CCA-LDA",27,13,0,0
"CCA-LDA",27,14,0,0
"CCA-LDA",27,15,0,0
"CCA-LDA",27,16,0,0
"CCA-LDA",27,17,0,0
"CCA-LDA",27,18,0,0
"CCA-LDA",27,19,0,0
"CCA-LDA",27,20,0,0
"CCA-LDA",27,21,0,0
"CCA-LDA",27,22,0,0
"CCA-LDA",27,23,0,0
"CCA-LDA",27,24,0,0
"CCA-LDA",27,25,0,0
"CCA-LDA",27,26,0,0
"CCA-LDA",27,27,0,0
"CCA-LDA",27,28,0,0
"CCA-LDA",27,29,0,0
"CCA-LDA",27,30,0,0
"CCA-LDA",27,31,0,0
"CCA-LDA",27,32,0,0
"CCA-LDA",27,33,0,0
"CCA-LDA",27,34,0,0
"CCA-LDA",27,35,0,0
"CCA-LDA",27,36,0,0
"CCA-LDA",27,37,0,0
"CCA-LDA",27,38,0,0
"CCA-LDA",27,39,0,0
"CCA-LDA",27,40,0,0
"CCA-LDA",27,41,0,0
"CCA-LDA",27,42,0,0
"CCA-LDA",27,43,0,0
"CCA-LDA",28,1,0,0
"CCA-LDA",28,2,0,0
"CCA-LDA",28,3,0,0
"CCA-LDA",28,4,0,0
"CCA-LDA",28,5,0,0
"CCA-LDA",28,6,0,0
"CCA-LDA",28,7,0,0
"CCA-LDA",28,8,0,0
"CCA-LDA",28,9,0,0
"CCA-LDA",28,10,0,0
"CCA-LDA",28,11,0,0
"CCA-LDA",28,12,0,0
"CCA-LDA",28,13,0,0
"CCA-LDA",28,14,0,0
"CCA-LDA",28,15,0,0
"CCA-LDA",28,16,0,0
"CCA-LDA",28,17,0,0
"CCA-LDA",28,18,0,0
"CCA-LDA",28,19,0,0
"CCA-LDA",28,20,0,0
"CCA-LDA",28,21,0,0
"CCA-LDA",28,22,0,0
"CCA-LDA",28,23,0,0
"CCA-LDA",28,24,0,0
"CCA-LDA",28,25,0,0
"CCA-LDA",28,26,0,0
"CCA-LDA",28,27,0,0
"CCA-LDA",28,28,0,0
"CCA-LDA",28,29,0,0
"CCA-LDA",28,30,0,0
"CCA-LDA",28,31,0,0
"CCA-LDA",28,32,0,0
"CCA-LDA",28,33,0,0
"CCA-LDA",28,34,0,0
"CCA-LDA",28,35,0,0
"CCA-LDA",28,36,0,0
"CCA-LDA",28,37,0,0
"CCA-LDA",28,38,0,0
"CCA-LDA",28,39,0,0
"CCA-LDA",28,40,0,0
"CCA-LDA",28,41,0,0
"CCA-LDA",28,42,0,0
"CCA-LDA",28,43,0,0
"CCA-LDA",29,1,0,0
"CCA-LDA",29,2,0,0
"CCA-LDA",29,3,0,0
"CCA-LDA",29,4,0,0
"CCA-LDA",29,5,0,0
"CCA-LDA",29,6,0,0
"CCA-LDA",29,7,0,0
"CCA-LDA",29,8,0,0
"CCA-LDA",29,9,0,0
"CCA-LDA",29,10,0,0
"CCA-LDA",29,11,0,0
"CCA-LDA",29,12,0,0
"CCA-LDA",29,13,0,0
"CCA-LDA",29,14,0,0
"CCA-LDA",29,15,0,0
"CCA-LDA",29,16,0,0
"CCA-LDA",29,17,0,0
"CCA-LDA",29,18,0,0
"CCA-LDA",29,19,0,0
"CCA-LDA",29,20,0,0
"CCA-LDA",29,21,0,0
"CCA-LDA",29,22,0,0
"CCA-LDA",29,23,0,0
"CCA-LDA",29,24,0,0
"CCA-LDA",29,25,0,0
"CCA-LDA",29,26,0,0
"CCA-LDA",29,27,0,0
"CCA-LDA",29,28,0,0
"CCA-LDA",29,29,0,0
"CCA-LDA",29,30,0,0
"CCA-LDA",29,31,0,0
"CCA-LDA",29,32,0,0
"CCA-LDA",29,33,0,0
"CCA-LDA",29,34,0,0
"CCA-LDA",29,35,0,0
"CCA-LDA",29,36,0,0
"CCA-LDA",29,37,0,0
"CCA-LDA",29,38,0,0
"CCA-LDA",29,39,0,0
"CCA-LDA",29,40,0,0
"CCA-LDA",29,41,0,0
"CCA-LDA",29,42,0,0
"CCA-LDA",29,43,0,0
"CCA-LDA",30,1,0,0
"CCA-LDA",30,2,0,0
"CCA-LDA",30,3,0,0
"CCA-LDA",30,4,0,0
"CCA-LDA",30,5,0,0
"CCA-LDA",30,6,0,0
"CCA-LDA",30,7,0,0
"CCA-LDA",30,8,0,0
"CCA-LDA",30,9,0,0
"CCA-LDA",30,10,0,0
"CCA-LDA",30,11,0,0
"CCA-LDA",30,12,0,0
"CCA-LDA",30,13,0,0
"CCA-LDA",30,14,0,0
"CCA-LDA",30,15,0,0
"CCA-LDA",30,16,0,0
"CCA-LDA",30,17,0,0
"CCA-LDA",30,18,0,0
"CCA-LDA",30,19,0,0
"CCA-LDA",30,20,0,0
"CCA-LDA",30,21,0,0
"CCA-LDA",30,22,0,0
"CCA-LDA",30,23,0,0
"CCA-LDA",30,24,0,0
"CCA-LDA",30,25,0,0
"CCA-LDA",30,26,0,0
"CCA-LDA",30,27,0,0
"CCA-LDA",30,28,0,0
"CCA-LDA",30,29,0,0
"CCA-LDA",30,30,0,0
"CCA-LDA",30,31,0,0
"CCA-LDA",30,32,0,0
"CCA-LDA",30,33,0,0
"CCA-LDA",30,34,0,0
"CCA-LDA",30,35,0,0
"CCA-LDA",30,36,0,0
"CCA-LDA",30,37,0,0
"CCA-LDA",30,38,0,0
"CCA-LDA",30,39,0,0
"CCA-LDA",30,40,0,0
"CCA-LDA",30,41,0,0
"CCA-LDA",30,42,0,0
"CCA-LDA",30,43,0,0
"CCA-LDA",31,1,0,0
"CCA-LDA",31,2,0,0
"CCA-LDA",31,3,0,0
"CCA-LDA",31,4,0,0
"CCA-LDA",31,5,0,0
"CCA-LDA",31,6,0,0
"CCA-LDA",31,7,0,0
"CCA-LDA",31,8,0,0
"CCA-LDA",31,9,0,0
"CCA-LDA",31,10,0,0
"CCA-LDA",31,11,0,0
"CCA-LDA",31,12,0,0
"CCA-LDA",31,13,0,0
"CCA-LDA",31,14,0,0
"CCA-LDA",31,15,0,0
"CCA-LDA",31,16,0,0
"CCA-LDA",31,17,0,0
"CCA-LDA",31,18,0,0
"CCA-LDA",31,19,0,0
"CCA-LDA",31,20,0,0
"CCA-LDA",31,21,0,0
"CCA-LDA",31,22,0,0
"CCA-LDA",31,23,0,0
"CCA-LDA",31,24,0,0
"CCA-LDA",31,25,0,0
"CCA-LDA",31,26,0,0
"CCA-LDA",31,27,0,0
"CCA-LDA",31,28,0,0
"CCA-LDA",31,29,0,0
"CCA-LDA",31,30,0,0
"CCA-LDA",31,31,0,0
"CCA-LDA",31,32,0,0
"CCA-LDA",31,33,0,0
"CCA-LDA",31,34,0,0
"CCA-LDA",31,35,0,0
"CCA-LDA",31,36,0,0
"CCA-LDA",31,37,0,0
"CCA-LDA",31,38,0,0
"CCA-LDA",31,39,0,0
"CCA-LDA",31,40,0,0
"CCA-LDA",31,41,0,0
"CCA-LDA",31,42,0,0
"CCA-LDA",31,43,0,0
"CCA-LDA",32,1,0,0
"CCA-LDA",32,2,0,0
"CCA-LDA",32,3,0,0
"CCA-LDA",32,4,0,0
"CCA-LDA",32,5,0,0
"CCA-LDA",32,6,0,0
"CCA-LDA",32,7,0,0
"CCA-LDA",32,8,0,0
"CCA-LDA",32,9,0,0
"CCA-LDA",32,10,0,0
"CCA-LDA",32,11,0,0
"CCA-LDA",32,12,0,0
"CCA-LDA",32,13,0,0
"CCA-LDA",32,14,0,0
"CCA-LDA",32,15,0,0
"CCA-LDA",32,16,0,0
"CCA-LDA",32,17,0,0
"CCA-LDA",32,18,0,0
"CCA-LDA",32,19,0,0
"CCA-LDA",32,20,0,0
"CCA-LDA",32,21,0,0
"CCA-LDA",32,22,0,0
"CCA-LDA",32,23,0,0
"CCA-LDA",32,24,0,0
"CCA-LDA",32,25,0,0
"CCA-LDA",32,26,0,0
"CCA-LDA",32,27,0,0
"CCA-LDA",32,28,0,0
"CCA-LDA",32,29,0,0
"CCA-LDA",32,30,0,0
"CCA-LDA",32,31,0,0
"CCA-LDA",32,32,0,0
"CCA-LDA",32,33,0,0
"CCA-LDA",32,34,0,0
"CCA-LDA",32,35,0,0
"CCA-LDA",32,36,0,0
"CCA-LDA",32,37,0,0
"CCA-LDA",32,38,0,0
"CCA-LDA",32,39,0,0
"CCA-LDA",32,40,0,0
"CCA-LDA",32,41,0,0
"CCA-LDA",32,42,0,0
"CCA-LDA",32,43,0,0
"CCA-LDA",33,1,0,0
"CCA-LDA",33,2,0,0
"CCA-LDA",33,3,0,0
"CCA-LDA",33,4,0,0
"CCA-LDA",33,5,0,0
"CCA-LDA",33,6,0,0
"CCA-LDA",33,7,0,0
"CCA-LDA",33,8,0,0
"CCA-LDA",33,9,0,0
"CCA-LDA",33,10,0,0
"CCA-LDA",33,11,0,0
"CCA-LDA",33,12,0,0
"CCA-LDA",33,13,0,0
"CCA-LDA",33,14,0,0
"CCA-LDA",33,15,0,0
"CCA-LDA",33,16,0,0
"CCA-LDA",33,17,0,0
"CCA-LDA",33,18,0,0
"CCA-LDA",33,19,0,0
"CCA-LDA",33,20,0,0
"CCA-LDA",33,21,0,0
"CCA-LDA",33,22,0,0
"CCA-LDA",33,23,0,0
"CCA-LDA",33,24,0,0
"CCA-LDA",33,25,0,0
"CCA-LDA",33,26,0,0
"CCA-LDA",33,27,0,0
"CCA-LDA",33,28,0,0
"CCA-LDA",33,29,0,0
"CCA-LDA",33,30,0,0
"CCA-LDA",33,31,0,0
"CCA-LDA",33,32,0,0
"CCA-LDA",33,33,0,0
"CCA-LDA",33,34,0,0
"CCA-LDA",33,35,0,0
"CCA-LDA",33,36,0,0
"CCA-LDA",33,37,0,0
"CCA-LDA",33,38,0,0
"CCA-LDA",33,39,0,0
"CCA-LDA",33,40,0,0
"CCA-LDA",33,41,0,0
"CCA-LDA",33,42,0,0
"CCA-LDA",33,43,0,0
"CCA-LDA",34,1,0,0
"CCA-LDA",34,2,0,0
"CCA-LDA",34,3,0,0
"CCA-LDA",34,4,0,0
"CCA-LDA",34,5,0,0
"CCA-LDA",34,6,0,0
"CCA-LDA",34,7,0,0
"CCA-LDA",34,8,0,0
"CCA-LDA",34,9,0,0
"CCA-LDA",34,10,0,0
"CCA-LDA",34,11,0,0
"CCA-LDA",34,12,0,0
"CCA-LDA",34,13,0,0
"CCA-LDA",34,14,0,0
"CCA-LDA",34,15,0,0
"CCA-LDA",34,16,0,0
"CCA-LDA",34,17,0,0
"CCA-LDA",34,18,0,0
"CCA-LDA",34,19,0,0
"CCA-LDA",34,20,0,0
"CCA-LDA",34,21,0,0
"CCA-LDA",34,22,0,0
"CCA-LDA",34,23,0,0
"CCA-LDA",34,24,0,0
"CCA-LDA",34,25,0,0
"CCA-LDA",34,26,0,0
"CCA-LDA",34,27,0,0
"CCA-LDA",34,28,0,0
"CCA-LDA",34,29,0,0
"CCA-LDA",34,30,0,0
"CCA-LDA",34,31,0,0
"CCA-LDA",34,32,0,0
"CCA-LDA",34,33,0,0
"CCA-LDA",34,34,0,0
"CCA-LDA",34,35,0,0
"CCA-LDA",34,36,0,0
"CCA-LDA",34,37,0,0
"CCA-LDA",34,38,0,0
"CCA-LDA",34,39,0,0
"CCA-LDA",34,40,0,0
"CCA-LDA",34,41,0,0
"CCA-LDA",34,42,0,0
"CCA-LDA",34,43,0,0
"CCA-LDA",35,1,0,0
"CCA-LDA",35,2,0,0
"CCA-LDA",35,3,0,0
"CCA-LDA",35,4,0,0
"CCA-LDA",35,5,0,0
"CCA-LDA",35,6,0,0
"CCA-LDA",35,7,0,0
"CCA-LDA",35,8,0,0
"CCA-LDA",35,9,0,0
"CCA-LDA",35,10,0,0
"CCA-LDA",35,11,0,0
"CCA-LDA",35,12,0,0
"CCA-LDA",35,13,0,0
"CCA-LDA",35,14,0,0
"CCA-LDA",35,15,0,0
"CCA-LDA",35,16,0,0
"CCA-LDA",35,17,0,0
"CCA-LDA",35,18,0,0
"CCA-LDA",35,19,0,0
"CCA-LDA",35,20,0,0
"CCA-LDA",35,21,0,0
"CCA-LDA",35,22,0,0
"CCA-LDA",35,23,0,0
"CCA-LDA",35,24,0,0
"CCA-LDA",35,25,0,0
"CCA-LDA",35,26,0,0
"CCA-LDA",35,27,0,0
"CCA-LDA",35,28,0,0
"CCA-LDA",35,29,0,0
"CCA-LDA",35,30,0,0
"CCA-LDA",35,31,0,0
"CCA-LDA",35,32,0,0
"CCA-LDA",35,33,0,0
"CCA-LDA",35,34,0,0
"CCA-LDA",35,35,0,0
"CCA-LDA",35,36,0,0
"CCA-LDA",35,37,0,0
"CCA-LDA",35,38,0,0
"CCA-LDA",35,39,0,0
"CCA-LDA",35,40,0,0
"CCA-LDA",35,41,0,0
"CCA-LDA",35,42,0,0
"CCA-LDA",35,43,0,0
"CCA-LDA",36,1,0,0
"CCA-LDA",36,2,0,0
"CCA-LDA",36,3,0,0
"CCA-LDA",36,4,0,0
"CCA-LDA",36,5,0,0
"CCA-LDA",36,6,0,0
"CCA-LDA",36,7,0,0
"CCA-LDA",36,8,0,0
"CCA-LDA",36,9,0,0
"CCA-LDA",36,10,0,0
"CCA-LDA",36,11,0,0
"CCA-LDA",36,12,0,0
"CCA-LDA",36,13,0,0
"CCA-LDA",36,14,0,0
"CCA-LDA",36,15,0,0
"CCA-LDA",36,16,0,0
"CCA-LDA",36,17,0,0
"CCA-LDA",36,18,0,0
"CCA-LDA",36,19,0,0
"CCA-LDA",36,20,0,0
"CCA-LDA",36,21,0,0
"CCA-LDA",36,22,0,0
"CCA-LDA",36,23,0,0
"CCA-LDA",36,24,0,0
"CCA-LDA",36,25,0,0
"CCA-LDA",36,26,0,0
"CCA-LDA",36,27,0,0
"CCA-LDA",36,28,0,0
"CCA-LDA",36,29,0,0
"CCA-LDA",36,30,0,0
"CCA-LDA",36,31,0,0
"CCA-LDA",36,32,0,0
"CCA-LDA",36,33,0,0
"CCA-LDA",36,34,0,0
"CCA-LDA",36,35,0,0
"CCA-LDA",36,36,0,0
"CCA-LDA",36,37,0,0
"CCA-LDA",36,38,0,0
"CCA-LDA",36,39,0,0
"CCA-LDA",36,40,0,0
"CCA-LDA",36,41,0,0
"CCA-LDA",36,42,0,0
"CCA-LDA",36,43,0,0
"CCA-LDA",37,1,0,0
"CCA-LDA",37,2,0,0
"CCA-LDA",37,3,0,0
"CCA-LDA",37,4,0,0
"CCA-LDA",37,5,0,0
"CCA-LDA",37,6,0,0
"CCA-LDA",37,7,0,0
"CCA-LDA",37,8,0,0
"CCA-LDA",37,9,0,0
"CCA-LDA",37,10,0,0
"CCA-LDA",37,11,0,0
"CCA-LDA",37,12,0,0
"CCA-LDA",37,13,0,0
"CCA-LDA",37,14,0,0
"CCA-LDA",37,15,0,0
"CCA-LDA",37,16,0,0
"CCA-LDA",37,17,0,0
"CCA-LDA",37,18,0,0
"CCA-LDA",37,19,0,0
"CCA-LDA",37,20,0,0
"CCA-LDA",37,21,0,0
"CCA-LDA",37,22,0,0
"CCA-LDA",37,23,0,0
"CCA-LDA",37,24,0,0
"CCA-LDA",37,25,0,0
"CCA-LDA",37,26,0,0
"CCA-LDA",37,27,0,0
"CCA-LDA",37,28,0,0
"CCA-LDA",37,29,0,0
"CCA-LDA",37,30,0,0
"CCA-LDA",37,31,0,0
"CCA-LDA",37,32,0,0
"CCA-LDA",37,33,0,0
"CCA-LDA",37,34,0,0
"CCA-LDA",37,35,0,0
"CCA-LDA",37,36,0,0
"CCA-LDA",37,37,0,0
"CCA-LDA",37,38,0,0
"CCA-LDA",37,39,0,0
"CCA-LDA",37,40,0,0
"CCA-LDA",37,41,0,0
"CCA-LDA",37,42,0,0
"CCA-LDA",37,43,0,0
"CCA-LDA",38,1,0,0
"CCA-LDA",38,2,0,0
"CCA-LDA",38,3,0,0
"CCA-LDA",38,4,0,0
"CCA-LDA",38,5,0,0
"CCA-LDA",38,6,0,0
"CCA-LDA",38,7,0,0
"CCA-LDA",38,8,0,0
"CCA-LDA",38,9,0,0
"CCA-LDA",38,10,0,0
"CCA-LDA",38,11,0,0
"CCA-LDA",38,12,0,0
"CCA-LDA",38,13,0,0
"CCA-LDA",38,14,0,0
"CCA-LDA",38,15,0,0
"CCA-LDA",38,16,0,0
"CCA-LDA",38,17,0,0
"CCA-LDA",38,18,0,0
"CCA-LDA",38,19,0,0
"CCA-LDA",38,20,0,0
"CCA-LDA",38,21,0,0
"CCA-LDA",38,22,0,0
"CCA-LDA",38,23,0,0
"CCA-LDA",38,24,0,0
"CCA-LDA",38,25,0,0
"CCA-LDA",38,26,0,0
"CCA-LDA",38,27,0,0
"CCA-LDA",38,28,0,0
"CCA-LDA",38,29,0,0
"CCA-LDA",38,30,0,0
"CCA-LDA",38,31,0,0
"CCA-LDA",38,32,0,0
"CCA-LDA",38,33,0,0
"CCA-LDA",38,34,0,0
"CCA-LDA",38,35,0,0
"CCA-LDA",38,36,0,0
"CCA-LDA",38,37,0,0
"CCA-LDA",38,38,0,0
"CCA-LDA",38,39,0,0
"CCA-LDA",38,40,0,0
"CCA-LDA",38,41,0,0
"CCA-LDA",38,42,0,0
"CCA-LDA",38,43,0,0
"CCA-LDA",39,1,0,0
"CCA-LDA",39,2,0,0
"CCA-LDA",39,3,0,0
"CCA-LDA",39,4,0,0
"CCA-LDA",39,5,0,0
"CCA-LDA",39,6,0,0
"CCA-LDA",39,7,0,0
"CCA-LDA",39,8,0,0
"CCA-LDA",39,9,0,0
"CCA-LDA",39,10,0,0
"CCA-LDA",39,11,0,0
"CCA-LDA",39,12,0,0
"CCA-LDA",39,13,0,0
"CCA-LDA",39,14,0,0
"CCA-LDA",39,15,0,0
"CCA-LDA",39,16,0,0
"CCA-LDA",39,17,0,0
"CCA-LDA",39,18,0,0
"CCA-LDA",39,19,0,0
"CCA-LDA",39,20,0,0
"CCA-LDA",39,21,0,0
"CCA-LDA",39,22,0,0
"CCA-LDA",39,23,0,0
"CCA-LDA",39,24,0,0
"CCA-LDA",39,25,0,0
"CCA-LDA",39,26,0,0
"CCA-LDA",39,27,0,0
"CCA-LDA",39,28,0,0
"CCA-LDA",39,29,0,0
"CCA-LDA",39,30,0,0
"CCA-LDA",39,31,0,0
"CCA-LDA",39,32,0,0
"CCA-LDA",39,33,0,0
"CCA-LDA",39,34,0,0
"CCA-LDA",39,35,0,0
"CCA-LDA",39,36,0,0
"CCA-LDA",39,37,0,0
"CCA-LDA",39,38,0,0
"CCA-LDA",39,39,0,0
"CCA-LDA",39,40,0,0
"CCA-LDA",39,41,0,0
"CCA-LDA",39,42,0,0
"CCA-LDA",39,43,0,0
"PCA-LDA",2,1,7,12
"PCA-LDA",2,2,8,12
"PCA-LDA",2,3,8,10
"PCA-LDA",2,4,7,11
"PCA-LDA",2,5,7,12
"PCA-LDA",2,6,8,10
"PCA-LDA",2,7,8,12
"PCA-LDA",2,8,8,10
